Medio empleado;Sexo;Edad;Total
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Ambos sexos;De 95 años y más;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;Todas las edades;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;Menores de 15 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 15 a 29 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 30 a 39 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 40 a 44 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 45 a 49 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 50 a 54 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 55 a 59 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 60 a 64 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 65 a 69 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 70 a 74 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 75 a 79 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 80 a 84 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 85 a 89 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 90 a 94 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Hombres;De 95 años y más;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;Todas las edades;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;Menores de 15 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 15 a 29 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 30 a 39 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 40 a 44 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 45 a 49 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 50 a 54 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 55 a 59 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 60 a 64 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 65 a 69 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 70 a 74 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 75 a 79 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 80 a 84 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 85 a 89 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 90 a 94 años;0
X63. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas que actúan sobre el sistema nervioso autónomo;Mujeres;De 95 años y más;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;Todas las edades;255
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;Menores de 15 años;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 15 a 29 años;16
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 30 a 39 años;26
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 40 a 44 años;32
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 45 a 49 años;39
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 50 a 54 años;31
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 55 a 59 años;35
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 60 a 64 años;28
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 65 a 69 años;13
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 70 a 74 años;11
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 75 a 79 años;8
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 80 a 84 años;9
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 85 a 89 años;6
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 90 a 94 años;1
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Ambos sexos;De 95 años y más;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;Todas las edades;136
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;Menores de 15 años;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 15 a 29 años;6
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 30 a 39 años;14
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 40 a 44 años;20
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 45 a 49 años;28
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 50 a 54 años;19
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 55 a 59 años;14
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 60 a 64 años;10
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 65 a 69 años;11
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 70 a 74 años;4
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 75 a 79 años;3
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 80 a 84 años;4
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 85 a 89 años;3
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 90 a 94 años;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Hombres;De 95 años y más;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;Todas las edades;119
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;Menores de 15 años;0
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 15 a 29 años;10
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 30 a 39 años;12
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 40 a 44 años;12
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 45 a 49 años;11
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 50 a 54 años;12
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 55 a 59 años;21
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 60 a 64 años;18
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 65 a 69 años;2
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 70 a 74 años;7
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 75 a 79 años;5
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 80 a 84 años;5
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 85 a 89 años;3
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 90 a 94 años;1
X64. Envenenamiento autoinfligido intencionalmente por (exposición a) otras drogas, medicamentos y sustancias biológicas, y los no especificados;Mujeres;De 95 años y más;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;Todas las edades;1
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;Menores de 15 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 15 a 29 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 30 a 39 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 40 a 44 años;1
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 45 a 49 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 50 a 54 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 55 a 59 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 60 a 64 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 65 a 69 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 70 a 74 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 75 a 79 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 80 a 84 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 85 a 89 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 90 a 94 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Ambos sexos;De 95 años y más;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;Todas las edades;1
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;Menores de 15 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 15 a 29 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 30 a 39 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 40 a 44 años;1
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 45 a 49 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 50 a 54 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 55 a 59 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 60 a 64 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 65 a 69 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 70 a 74 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 75 a 79 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 80 a 84 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 85 a 89 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 90 a 94 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Hombres;De 95 años y más;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;Todas las edades;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;Menores de 15 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 15 a 29 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 30 a 39 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 40 a 44 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 45 a 49 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 50 a 54 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 55 a 59 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 60 a 64 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 65 a 69 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 70 a 74 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 75 a 79 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 80 a 84 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 85 a 89 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 90 a 94 años;0
X65. Envenenamiento autoinfligido intencionalmente por (exposición a) alcohol;Mujeres;De 95 años y más;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;Todas las edades;1
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;Menores de 15 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 15 a 29 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 30 a 39 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 40 a 44 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 45 a 49 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 50 a 54 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 55 a 59 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 60 a 64 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 65 a 69 años;1
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 70 a 74 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 75 a 79 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 80 a 84 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 85 a 89 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 90 a 94 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Ambos sexos;De 95 años y más;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;Todas las edades;1
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;Menores de 15 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 15 a 29 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 30 a 39 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 40 a 44 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 45 a 49 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 50 a 54 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 55 a 59 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 60 a 64 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 65 a 69 años;1
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 70 a 74 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 75 a 79 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 80 a 84 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 85 a 89 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 90 a 94 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Hombres;De 95 años y más;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;Todas las edades;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;Menores de 15 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 15 a 29 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 30 a 39 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 40 a 44 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 45 a 49 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 50 a 54 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 55 a 59 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 60 a 64 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 65 a 69 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 70 a 74 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 75 a 79 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 80 a 84 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 85 a 89 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 90 a 94 años;0
X66. Envenenamiento autoinfligido intencionalmente por (exposición a) disolventes orgánicos e hidrocarburos halogenados y sus vapores;Mujeres;De 95 años y más;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;Todas las edades;50
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;Menores de 15 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 15 a 29 años;4
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 30 a 39 años;8
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 40 a 44 años;7
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 45 a 49 años;4
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 50 a 54 años;9
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 55 a 59 años;6
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 60 a 64 años;5
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 65 a 69 años;3
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 70 a 74 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 75 a 79 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 80 a 84 años;3
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 85 a 89 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 90 a 94 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Ambos sexos;De 95 años y más;1
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;Todas las edades;45
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;Menores de 15 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 15 a 29 años;3
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 30 a 39 años;8
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 40 a 44 años;5
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 45 a 49 años;4
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 50 a 54 años;9
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 55 a 59 años;4
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 60 a 64 años;5
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 65 a 69 años;3
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 70 a 74 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 75 a 79 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 80 a 84 años;3
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 85 a 89 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 90 a 94 años;0
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Hombres;De 95 años y más;1
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;Todas las edades;5
X67. Envenenamiento autoinfligido intencionalmente por (exposición a) otros gases y vapores;Mujeres;Menores de 15 años;0
